Lote,Sensor,Linha,Coluna,total_falhas
lote1,16,1,6,59
lote1,22,1,8,34
lote1,29,2,10,27
lote1,18,3,6,20
lote1,10,1,4,17
lote1,17,2,6,14
lote1,5,2,2,10
lote1,30,3,10,10
lote1,28,1,10,9
lote1,23,2,8,8
lote1,11,2,4,7
lote1,24,3,8,7
lote1,4,1,2,6
lote1,6,3,2,6
lote1,1,1,1,5
lote1,2,2,1,4
lote1,3,3,1,4
lote1,9,3,3,4
lote1,14,2,5,4
lote1,15,3,5,4
lote1,26,2,9,4
lote1,7,1,3,3
lote1,8,2,3,3
lote1,12,3,4,3
lote1,13,1,5,3
lote1,19,1,7,3
lote1,20,2,7,3
lote1,21,3,7,3
lote1,25,1,9,3
lote1,27,3,9,3
